,Purchase_x,Occupation,Marital_Status,Gender_F,Age_0-17,Age_18-25,Age_26-35,Age_36-45,Age_46-50,Age_51-55,Age_55+,City_Category_A,City_Category_B,City_Category_C,Stay_In_Current_City_Years_0,Stay_In_Current_City_Years_1,Stay_In_Current_City_Years_2,Stay_In_Current_City_Years_3,Stay_In_Current_City_Years_4+
261749,0,17,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
261775,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
261812,0,14,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
261852,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
261939,0,20,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
261992,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
262008,0,14,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
262108,0,12,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
262126,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
262157,0,7,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
262182,0,17,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
262219,0,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
262237,0,17,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
262260,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
262607,0,4,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
262627,0,17,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
262655,0,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
262663,1,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
262771,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
263076,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
263176,0,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
263267,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
263295,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
263314,0,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
263402,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
263431,0,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
263491,0,11,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
263549,0,4,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
263559,0,20,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
263654,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
263678,0,7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
263746,0,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
263765,0,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
263775,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
263805,0,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
263817,0,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
263913,3,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
264303,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
264326,0,6,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
264363,0,12,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
264415,1,12,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
264557,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
264586,0,4,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
264613,0,19,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
264659,2,5,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
264874,2,15,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
265072,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
265338,0,16,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
265418,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
265448,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
265529,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
265590,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
265761,0,11,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
265840,0,15,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
265887,0,4,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
265948,0,17,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
266009,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
266034,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
266183,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
266201,0,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
266215,0,12,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
266271,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
266326,1,12,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
266499,1,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
266748,0,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
266849,0,6,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
266868,0,12,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
266886,1,9,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
267083,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
267428,0,12,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
267445,0,7,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
267542,0,15,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
267556,0,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
267633,0,7,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
267664,1,17,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
267789,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
267872,1,4,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
268067,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
268081,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
268146,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
268596,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
268607,2,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
268896,5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
269464,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
269528,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
269540,0,7,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
269587,0,13,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
269663,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
269699,0,2,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
269765,0,3,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
269803,0,8,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
269819,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
269875,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
269911,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
269928,1,16,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
270086,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
270172,0,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
270208,0,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
270252,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
270293,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
270337,0,12,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
270378,2,17,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
270614,0,12,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
270659,0,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
270746,2,4,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
271044,1,3,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
271201,1,18,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
271344,0,12,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
271431,0,12,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
271514,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
271538,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
271558,0,2,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
271579,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
271613,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
271648,0,17,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
271678,1,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
271836,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
271891,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
272377,0,9,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
272386,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
272502,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
272528,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
272546,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
272666,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
272695,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
272767,1,11,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
272923,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
272965,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
272981,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
273032,2,20,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
273343,2,7,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
273539,1,6,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
273747,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
273810,0,16,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
273852,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
273909,0,12,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
273977,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
274150,0,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
274172,0,16,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
274205,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
274246,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
274283,0,15,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
274312,0,20,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
274409,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
274430,0,3,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
274522,1,3,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
274637,0,5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
274676,0,4,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
274731,0,17,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
274816,0,6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
274846,1,15,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
274993,0,12,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
275014,0,20,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
275037,0,17,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
275059,0,12,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
275129,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
275175,2,6,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
275461,0,11,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
275495,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
275671,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
275742,0,12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
275855,0,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
275880,0,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
275931,0,17,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
275957,0,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
276004,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
276023,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
276329,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
276391,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
276412,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
276570,0,7,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
276582,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
276678,0,12,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
276694,1,7,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
276884,0,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
276932,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
276953,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
277132,1,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
277393,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
277434,0,2,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
277476,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
277490,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
277501,0,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
277559,0,15,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
277624,0,4,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
277644,0,17,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
277758,1,4,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
277959,0,14,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
277989,0,20,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
278046,0,16,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
278172,0,7,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
278190,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
278264,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
278298,1,14,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
278428,0,20,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
278492,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
278512,0,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
278552,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
278638,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
278658,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
278683,1,4,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
278797,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
278846,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
278879,0,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
278974,1,15,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
279149,1,15,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
279295,0,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
279313,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
279352,0,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
279365,0,7,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
279382,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
279402,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
279535,0,5,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
279554,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
279624,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
279666,0,3,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
279737,0,12,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
279792,0,12,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
279843,0,14,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
279896,0,16,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
279946,0,17,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
279958,0,6,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
279992,0,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
280118,1,14,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
280398,0,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
280410,2,12,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
280748,0,7,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
280812,0,18,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
280867,0,7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
280912,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
280928,0,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
280940,0,13,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
280955,2,16,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
281223,0,17,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
281246,2,12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
281485,1,4,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
281577,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
281675,0,15,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
281694,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
281802,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
281956,0,14,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
282038,0,12,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
282088,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
282152,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
282241,2,7,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
282483,0,4,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
282549,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
282629,0,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
282658,1,16,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
282834,0,20,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
282896,0,7,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
282959,1,14,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
283190,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
283326,0,16,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
283372,0,17,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
283387,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
283461,0,7,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
283479,0,13,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
283497,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
283663,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
283864,0,6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
283898,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
283975,0,7,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
284006,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
284029,0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
284041,0,20,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
284073,5,14,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
284695,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
284710,0,4,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
284780,1,14,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
284992,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
285096,0,16,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
285179,0,7,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
285264,0,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
285304,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
285387,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
285396,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
285417,0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
285465,0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
285482,0,12,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
285527,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
285610,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
285637,1,13,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
285748,1,12,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
285878,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
285891,0,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
285936,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
286057,0,15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
286071,0,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
286127,0,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
286155,0,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
286231,0,17,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
286262,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
286279,0,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
286371,0,6,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
286385,0,15,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
286406,0,15,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
286438,0,14,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
286485,0,6,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
286512,2,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
286731,1,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
286851,2,20,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
287141,0,14,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
287195,0,11,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
287261,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
287273,2,15,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
287558,0,4,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
287654,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
287714,0,12,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
287752,0,20,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
287805,0,11,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
287873,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
288331,0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
288342,1,20,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
288448,0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
288455,0,20,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
288471,0,17,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
288555,0,7,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
288582,0,15,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
288638,2,7,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
289008,1,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
289101,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
289118,1,16,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
289261,0,6,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
289281,3,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
289640,0,7,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
289657,0,13,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
289669,0,14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
289680,0,6,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
289727,0,14,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
289827,0,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
289834,4,6,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
290335,0,14,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
290360,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
290414,0,18,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
290458,0,14,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
290505,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
